Australian Business Number (ABN),Legal entity,Legal entity postcode,Legal entity LGA,Service provider,Funding agency,Funding source,Funding title,Program title,Funding type,Funding terms,Funding agreement start,Funding agreement end,Funding agreement duration,Category,Tag 1,Tag 2,Client group,Purpose,Statewide,Service delivery LGA,Service delivery postcode,Longitude,Latitude,Total funding under this agreement,Previous financial year,Co-contribution,Website
69644562646,Veresdale Scrub State School  ,,VERESDALE SCRUB,Veresdale Scrub State School Parents and Citizens Association,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,UPGRADE PLAYGROUND SURFACE,No,Scenic Rim Regional,,,,10630,10630,,http://www.olgr.grants.qld.gov.au/
93019370976,Tamborine Mountain Community Men's Shed Association Inc,,TAMBORINE MOUNTAIN,,DJAG,State,Gambling Community Benefit Fund - Round 76,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,COMPLETE SHED FITOUT AND PURCHASE TOOLS,No,Scenic Rim Regional,,,,31818,31818,,http://www.olgr.grants.qld.gov.au/
84393947952,Peak Crossing Public Hall Association Incorporated,,PEAK CROSSING,,DJAG,State,Gambling Community Benefit Fund - Round 76,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,REPLACE ROOF SHEETING & RESTUMP HALL,No,Scenic Rim Regional,,,,24545,24545,,http://www.olgr.grants.qld.gov.au/
19823962345,Department Of Community Safety  ,,KEDRON,Tamborine Rural Fire Brigade  ,DJAG,State,Gambling Community Benefit Fund - Round 76 ,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,INSTALL SOLAR SYSTEM,No,Scenic Rim Regional,,,,6000,6000,,http://www.olgr.grants.qld.gov.au/
32025287736,The Corporation Of The Synod Of The Diocese Of Brisbane,,BRISBANE CITY,Anglican Parish of Beaudesert  ,DJAG,State,Jupiters Casino Community Benefit Fund - Round 79,,Grant,Operational,20/12/2012,10/01/2014,12 months,Community support,,,,UPGRADE COMMUNITY HALL,No,Scenic Rim Regional,,,,26248,26248,,http://www.olgr.grants.qld.gov.au/
55776548601,Beechmont Area Progress Association  ,,BEECHMONT,,DJAG,State,Jupiters Casino Community Benefit Fund - Round 80,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,TOWARDS PAINTING & PLUMBING OF BUILDING,No,Scenic Rim Regional,,,,7057,7057,,http://www.olgr.grants.qld.gov.au/
18403372443,Beaudesert Soccer Club Incorporated  ,,BEAUDESERT,,DJAG,State,Jupiters Casino Community Benefit Fund - Round 81,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,UPGRADE CANTEEN,No,Scenic Rim Regional,,,,33106,33106,,http://www.olgr.grants.qld.gov.au/
45932701231,Moriarty Park Community Sporting Centre Inc,,CANUNGRA,,DJAG,State,Jupiters Casino Community Benefit Fund - Round 81,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,INSTALL DISABLED TOILET,No,Scenic Rim Regional,,,,4168,4168,,http://www.olgr.grants.qld.gov.au/
37679107453,Tamborine Mountain Creative Arts Inc  ,,EAGLE HEIGHTS,,DJAG,State,Jupiters Casino Community Benefit Fund - Round 81,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,INSTALL VINYL FLOORING,No,Scenic Rim Regional,,,,1550,1550,,http://www.olgr.grants.qld.gov.au/
32025287736,The Corporation Of The Synod Of The Diocese Of Brisbane,,BRISBANE CITY,Anglican Parish of Beaudesert,DJAG,State,Gambling Community Benefit Fund - Round 72,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support ,,,,Replace Roof at Community Hall,No,Scenic Rim Regional,,,,18990,18990,,http://www.olgr.grants.qld.gov.au/
74840461941,Canungra Sports And Recreation Reserve,,CANUNGRA,,DJAG,State,Gambling Community Benefit Fund - Round 72,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support ,,,,Install 10kW Solar System,No,Scenic Rim Regional,,,,4273,4273,,http://www.olgr.grants.qld.gov.au/
81995372874,Beaudesert District Cricket Association,,GLENEAGLE,,DJAG,State,Gambling Community Benefit Fund - Round 72,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support ,,,,Construct Ovals for Junior Cricket,No,Scenic Rim Regional,,,,23617,23617,,http://www.olgr.grants.qld.gov.au/
44121417451,Tamborine & District Riding Club Inc,,TAMBOURINE,,DJAG,State,Gambling Community Benefit Fund - Round 72,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support ,,,,Purchase Equipment Print Event Material,No,Scenic Rim Regional,,,,11317,11317,,http://www.olgr.grants.qld.gov.au/
14211506904,St Vincent De Paul Society Queensland  ,,SOUTH BRISBANE,Beaudesert Food Distribution,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE FORK LIFT,No,Scenic Rim Regional,,,,19298,19298,,http://www.olgr.grants.qld.gov.au/
83819350665,Beaudesert And District Netball Association Inc,,BEAUDESERT,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,INSTALL 2KW SOLAR SYSTEM,No,Scenic Rim Regional,,,,31726,31726,,http://www.olgr.grants.qld.gov.au/
52113526175,Southside Western Performance Club Inc  ,,BEAUDESERT,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,CONDUCT CLINIC AND PURCHASE EQUIPMENT,No,Scenic Rim Regional,,,,22727,22727,,http://www.olgr.grants.qld.gov.au/
69794212139,Darlington State School  ,,DARLINGTON,Darlington State School Parents and Citizens Association,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,INSTALL FITNESS BASED PLAY SYSTEM,No,Scenic Rim Regional,,,,6160,6160,,http://www.olgr.grants.qld.gov.au/
72674622543,Beaudesert & District Junior League Football Club Inc,,KOORALBYN,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,INSTALL SOLAR SYSTEM,No,Scenic Rim Regional,,,,3273,3273,,http://www.olgr.grants.qld.gov.au/
19823962345,Department Of Community Safety  ,,KEDRON,Mount Alford Rural Fire Brigade  ,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,EXTEND SHED,No,Scenic Rim Regional,,,,18150,18150,,http://www.olgr.grants.qld.gov.au/
22260050596,Bams Theatre Incorporated  ,,TAMBORINE,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE PIANO AND SOUND EQUIPMENT,No,Scenic Rim Regional,,,,2824,2824,,http://www.olgr.grants.qld.gov.au/
67019153391,The Scout Association Of Australia Queensland Branch Inc,,AUCHENFLOWER,Beaudesert Scout Group,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,PURCHASE EQUIPMENT,No,Scenic Rim Regional,,,,70455,70455,,http://www.olgr.grants.qld.gov.au/
11080317028,Beechmont State School  ,,BEECHMONT,Beechmont State School Parents and Citizens Association,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,PURCHASE SHADE SAILS,No,Scenic Rim Regional,,,,29800,29800,,http://www.olgr.grants.qld.gov.au/
65524864473,Fassifern Tennis Association Inc  ,,BOONAH,,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,RESURFACE TENNIS COURTS,No,Scenic Rim Regional,,,,31815,31815,,http://www.olgr.grants.qld.gov.au/
61028995366,The Young Men's Christian Association Of Brisbane,,FORTITUDE VALLEY,Canungra Outside School Hours Care  ,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,INSTALL AIR CONDITIONING,No,Scenic Rim Regional,,,,31818,31818,,http://www.olgr.grants.qld.gov.au/
64079849432,Canungra And District Agricultural Horticultural And Industrial Society Inc,,CANUNGRA,,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,CONSTRUCT NEW COMMUNITY ROOM,No,Scenic Rim Regional,,,,3717,3717,,http://www.olgr.grants.qld.gov.au/
50250642103,Guides Queensland  ,,WINDSOR,Lones Region,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,PURCHASE WEBCAMS AND LAPTOPS,No,Scenic Rim Regional,,,,18134,18134,,http://www.olgr.grants.qld.gov.au/
19823962345,Department Of Community Safety  ,,KEDRON,Tamborine Mountain Rural Fire Brigade,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,PURCHASE COLLAR TANK,No,Scenic Rim Regional,,,,20409,20409,,http://www.olgr.grants.qld.gov.au/
86978761633,Canungra Area Golf Club  ,,CANUNGRA,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,PURCHASE DEMOUNTABLE BUILDING,No,Scenic Rim Regional,,,,2300,2300,,http://www.olgr.grants.qld.gov.au/
24496534291,Rathdowney Memorial Bowls Club Inc  ,,KOORALBYN,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,PURCHASE SCOREBOARDS,No,Scenic Rim Regional,,,,30916,30916,,http://www.olgr.grants.qld.gov.au/
19937671079,Esk And District Kindergarten Assn Inc  ,,ESK,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,Build Fence,No,Somerset Regional,,,,33000,33000,,http://www.olgr.grants.qld.gov.au/
25717160367,Atkinson Buaraba Creek Catchment Landcare Group Inc,,COOMINYA,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,PURCHASE TANDEM TRAILER AND EQUIPMENT,No,Somerset Regional,,,,35000,35000,,http://www.olgr.grants.qld.gov.au/
34519797163,Coominya State School  ,,COOMINYA,Coominya State School Parents and Citizens Association,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,INSTALL SHADED AREA & DRINK FACILITY,No,Somerset Regional,,,,31818,31818,,http://www.olgr.grants.qld.gov.au/
93782406853,Lions Club Of Fernvale  ,,FERNVALE,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,UPGRADE BUILDING AND  KITCHEN,No,Somerset Regional,,,,12065,12065,,http://www.olgr.grants.qld.gov.au/
96157760397,Kilcoy Bowls Club Inc  ,,KILCOY,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,INSTALL SOLAR SYSTEM,No,Somerset Regional,,,,9091,9091,,http://www.olgr.grants.qld.gov.au/
95358894404,Lowood And District Golf Club Inc  ,,LOWOOD,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,RELOCATE AND REBUILD GOLF GREENS,No,Somerset Regional,,,,31818,31818,,http://www.olgr.grants.qld.gov.au/
19823962345,Department Of Community Safety  ,,KEDRON,Wivenhoe Rural Fire Brigade  ,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,INSTALL SOLAR SYSTEM,No,Somerset Regional,,,,30758,30758,,http://www.olgr.grants.qld.gov.au/
86673704249,Kilcoy Pastoral Agricultural And Industrial Society Inc,,WOOLMAR,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,UPGRADE WOODCHOP AREA FOR NATIONALS,No,Somerset Regional,,,,2461,2461,,http://www.olgr.grants.qld.gov.au/
56613322141,Patrick Estate State School  ,,LOWOOD,Patrick Estate Primary Parents and Citizens Association  ,DJAG,State,Gambling Community Benefit Fund - Round 76,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,INSTALL SHADE SAILS,No,Somerset Regional,,,,29535,29535,,http://www.olgr.grants.qld.gov.au/
86673704249,Kilcoy Pastoral Agricultural And Industrial Society Inc,,WOOLMAR,Kilcoy PAandI Society Prime Cattle Section  ,DJAG,State,Gambling Community Benefit Fund - Round 76 ,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,PURCHASE EQUIPMENT,No,Somerset Regional,,,,4480,4480,,http://www.olgr.grants.qld.gov.au/
48175210179,Glamorgan Vale Community Hall Association Incorporated,,GLAMORGANVALE,,DJAG,State,Jupiters Casino Community Benefit Fund - Round 80,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,INSTALL SOLAR SYSTEM,No,Somerset Regional,,,,2598,2598,,http://www.olgr.grants.qld.gov.au/
71747365436,Lowood & District Memorial Bowls Club Inc,,LOWOOD,,DJAG,State,Jupiters Casino Community Benefit Fund - Round 80,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,PURCHASE BOWLING GREEN MOWER,No,Somerset Regional,,,,8241,8241,,http://www.olgr.grants.qld.gov.au/
19823962345,Department Of Community Safety  ,,KEDRON,Wivenhoe Pocket Rural Fire Brigade  ,DJAG,State,Jupiters Casino Community Benefit Fund - Round 81,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,UPGRADE SHED,No,Somerset Regional,,,,3474,3474,,http://www.olgr.grants.qld.gov.au/
67019153391,The Scout Association Of Australia Queensland Branch Inc,,AUCHENFLOWER,Atkinson Scout Group,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,INSTALL 10KW SOLAR SYSTEM,No,Somerset Regional,,,,34850,34850,,http://www.olgr.grants.qld.gov.au/
74196232188,Brisbane Valley Kilcoy Landcare Group Inc,,KILCOY,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE WATER MONITORING EQUIPMENT,No,Somerset Regional,,,,34325,34325,,http://www.olgr.grants.qld.gov.au/
58014439307,Lowood And District Community Kindergarten Association Inc,,LOWOOD,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,DEVELOP OUTDOOR LEARNING ENVIRONMENT,No,Somerset Regional,,,,14900,14900,,http://www.olgr.grants.qld.gov.au/
53727568480,Mt Beppo Public Hall Committee Inc,,TOOGOOLAWAH,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,INSTALL NEW KITCHEN AND APPLIANCES,No,Somerset Regional,,,,20991,20991,,http://www.olgr.grants.qld.gov.au/
67294480362,Jimna Community Development Assoc Inc,,JIMNA,,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,INTERNAL AND EXTERNAL UPGRADES TO HALL,No,Somerset Regional,,,,15140,15140,,http://www.olgr.grants.qld.gov.au/
21238955730,Kilcoy District Recreation & Sporting Association Inc,,KILCOY,,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,PURCHASE GYMNASTIC EQUIPMENT,No,Somerset Regional,,,,35000,35000,,http://www.olgr.grants.qld.gov.au/
92792924715,Lowood & District Swimming Club Inc  ,,LOWOOD,,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,UPGRADE POOL,No,Somerset Regional,,,,15178,15178,,http://www.olgr.grants.qld.gov.au/
67019153391,The Scout Association Of Australia Queensland Branch Inc,,AUCHENFLOWER,Esk Scout Group ,DJAG,State,Gambling Community Benefit Fund - Round 72,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support ,,,,Extend Shed,No,Somerset Regional,,,,28645,28645,,http://www.olgr.grants.qld.gov.au/
67012410157,Queensland Wakeboard Association,,LITTLE MOUNTAIN,,DJAG,State,Gambling Community Benefit Fund - Round 72,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support ,,,,Purchase Boat,No,Somerset Regional,,,,2975,2975,,http://www.olgr.grants.qld.gov.au/
80180917496,Playgroup Association Of Qld Inc  ,,ENOGGERA,Fernvale Friends Playgroup  ,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,Purchase Equipment,No,Somerset Regional,,,,18975,18975,,http://www.olgr.grants.qld.gov.au/
58146425913,Kingaroy Senior Soccer Club Inc.,,KINGAROY,,DJAG,State,Gambling Community Benefit Fund - Round 72,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support ,,,,Install Fencing and Upgrade Solar System,No,South Burnett Regional,,,,14350,14350,,http://www.olgr.grants.qld.gov.au/
83041827631,Freshwater Fishing And Stocking Association Of Queensland Inc,,NANANGO,,DJAG,State,Gambling Community Benefit Fund - Round 72,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support ,,,,Purchase Tradesman Pod,No,South Burnett Regional,,,,8995,8995,,http://www.olgr.grants.qld.gov.au/
17252762739,South Burnett Western Performance Club Incorporated,,NANANGO,,DJAG,State,Gambling Community Benefit Fund - Round 72,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support ,,,,Construct Disability Ramp and Wash Bays,No,South Burnett Regional,,,,3170,3170,,http://www.olgr.grants.qld.gov.au/
91227374491,Karate Union Of Australia Queensland Inc,,WONDAI,,DJAG,State,Gambling Community Benefit Fund - Round 72,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support ,,,,Purchase Trailer and Sports Equipment,No,South Burnett Regional,,,,12790,12790,,http://www.olgr.grants.qld.gov.au/
64773397930,Rotary Club Of Murgon Inc  ,,MURGON,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,CONDUCT MURGON MUSIC MUSTER NOV 2012,No,South Burnett Regional,,,,15455,15455,,http://www.olgr.grants.qld.gov.au/
72175823835,Nanango Educational Toy Library Association Inc,,NANANGO,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE TOYS FOR THE LIBRARY,No,South Burnett Regional,,,,5733,5733,,http://www.olgr.grants.qld.gov.au/
67287852256,South Burnett Junior Rugby League  ,,NANANGO,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE WHITEGOODS IT AND OFFICE EQUIP,No,South Burnett Regional,,,,8549,8549,,http://www.olgr.grants.qld.gov.au/
82357698774,The South Burnett Pantry Inc  ,,KINGAROY,,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,PURCHASE REFRIGERATION EQUIPMENT,No,South Burnett Regional,,,,31818,31818,,http://www.olgr.grants.qld.gov.au/
59070967165,Burnett War Memorial Assoc Inc  ,,KINGAROY,,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,UPGRADE AIR BASE BUILDING,No,South Burnett Regional,,,,12543,12543,,http://www.olgr.grants.qld.gov.au/
