Australian Business Number (ABN),Legal entity,Legal entity postcode,Legal entity LGA,Service provider,Funding agency,Funding source,Funding title,Program title,Funding type,Funding terms,Funding agreement start,Funding agreement end,Funding agreement duration,Category,Tag 1,Tag 2,Client group,Purpose,Statewide,Service delivery LGA,Service delivery postcode,Longitude,Latitude,Total funding under this agreement,Previous financial year,Co-contribution,Website
71139235385,Cleveland District State High School  ,,CLEVELAND,Cleveland District State High School Parents and Citizens Association,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,UPGRADE TUCKSHOP EQUIPMENT AND TRAINING,No,Redland City,,,,31870,31870,,http://www.olgr.grants.qld.gov.au/
32025287736,The Corporation Of The Synod Of The Diocese Of Brisbane,,BRISBANE CITY,Anglican Parish of Cleveland  ,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,BUILD ACCESS RAMP TO HALL,No,Redland City,,,,16405,16405,,http://www.olgr.grants.qld.gov.au/
63414907925,Coochiemudlo Island Surf Life Saving Club Inc.,,COOCHIEMUDLO ISLAND,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,PURCHASE 4WD VEHICLE,No,Redland City,,,,25654,25654,,http://www.olgr.grants.qld.gov.au/
92564221107,Macleay Island Lions Club  ,,MACLEAY ISLAND,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,PURCHASE VEHICLE,No,Redland City,,,,15749,15749,,http://www.olgr.grants.qld.gov.au/
50269503941,Bay Islands Community Services Inc  ,,RUSSELL ISLAND,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,COMPLETE STAGE 3 AND ACCESS TO FACILITY,No,Redland City,,,,6568,6568,,http://www.olgr.grants.qld.gov.au/
58625167578,Returned & Services League Of Australia (Queensland Branch) Russell Island Rsl,,RUSSELL ISLAND,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,INSTALL SOLAR SYSTEM,No,Redland City,,,,31600,31600,,http://www.olgr.grants.qld.gov.au/
91069394980,Redland District Special School  ,,THORNLANDS,Redland District Special School Parents  and Citizens Association,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,PURCHASE BUS,No,Redland City,,,,48755,48755,,http://www.olgr.grants.qld.gov.au/
19481902542,Beenleigh-Logan Bridge Club Inc  ,,VICTORIA POINT,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,PURCHASE IT AND BRIDGE EQUIPMENT,No,Redland City,,,,1779,1779,,http://www.olgr.grants.qld.gov.au/
72124633179,Pets Without Partners Animal Rescue Inc.,,WELLINGTON POINT,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,PURCHASE EQUIPMENT,No,Redland City,,,,16100,16100,,http://www.olgr.grants.qld.gov.au/
28847516624,Wellington Point State School  ,,WELLINGTON POINT,Wellington Point State School Parents and Citizens Association,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,APPLY ASPHALT TO CAR PARK,No,Redland City,,,,1270,1270,,http://www.olgr.grants.qld.gov.au/
63109030412,North Stradbroke Island Rugby League & All Sports Club Inc,,DUNWICH,,DJAG,State,Gambling Community Benefit Fund - Round 76,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,UPGRADE GYM FLOORING AND EQUIPMENT,No,Redland City,,,,7992,7992,,http://www.olgr.grants.qld.gov.au/
37342471712,Victoria Point State School  ,,VICTORIA POINT,Victoria Point State School Parents and Citizens Association,DJAG,State,Gambling Community Benefit Fund - Round 76,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,INSTALL PLAYGROUND WITH DISABILITY ACCESS,No,Redland City,,,,44091,44091,,http://www.olgr.grants.qld.gov.au/
50066537726,Vienna Woods State School  ,,ALEXANDRA HILLS,Vienna Woods State School Parents and Citizens Association,DJAG,State,Gambling Community Benefit Fund - Round 76 ,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,PURCHASE FANS AND EQUIPMENT,No,Redland City,,,,3915,3915,,http://www.olgr.grants.qld.gov.au/
58359598856,Macleay Island Bowls Club Inc  ,,MACLEAY ISLAND,,DJAG,State,Gambling Community Benefit Fund - Round 76 ,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,PURCHASE BUS,No,Redland City,,,,18857,18857,,http://www.olgr.grants.qld.gov.au/
58866177878,Redland Sinfonia Inc  ,,WELLINGTON POINT,,DJAG,State,Gambling Community Benefit Fund - Round 76 ,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,PURCHASE MUSICAL EQUIPMENT AND TRANSPORT,No,Redland City,,,,45402,45402,,http://www.olgr.grants.qld.gov.au/
83467667419,Cleveland Air Magic Association Inc.  ,,CLEVELAND,,DJAG,State,Jupiters Casino Community Benefit Fund - Round 78,,Grant,Operational,24/09/2012,2/10/2013,12 months,Community support,,,,UPGRADE IT EQUIPMENT AND MEDICAL KIT,No,Redland City,,,,2287,2287,,http://www.olgr.grants.qld.gov.au/
59140862945,Capalaba Soccer & Recreation Club Inc  ,,CAPALABA,,DJAG,State,Jupiters Casino Community Benefit Fund - Round 79,,Grant,Operational,20/12/2012,10/01/2014,12 months,Community support,,,,UPGRADE DRESSING FACILITY,No,Redland City,,,,31486,31486,,http://www.olgr.grants.qld.gov.au/
67019153391,The Scout Association Of Australia Queensland Branch Inc,,REDLAND,Victoria Point Scout Group,DJAG,State,Jupiters Casino Community Benefit Fund - Round 79,,Grant,Operational,20/12/2012,10/01/2014,12 months,Community support,,,,UPGRADE TOILET FACILITIES,No,Redland City,,,,8140,8140,,http://www.olgr.grants.qld.gov.au/
67019153391,The Scout Association Of Australia Queensland Branch Inc,,AUCHENFLOWER,Karingal Campsite ,DJAG,State,Jupiters Casino Community Benefit Fund - Round 80,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,UPGRADE PIPE SYSTEM,No,Redland City,,,,25559,25559,,http://www.olgr.grants.qld.gov.au/
64798875238,Cleveland District Meals On Wheels Assn Inc,,CLEVELAND,,DJAG,State,Jupiters Casino Community Benefit Fund - Round 81,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,PURCHASE PHOTOCOPIER PRINTER,No,Redland City,,,,27273,27273,,http://www.olgr.grants.qld.gov.au/
99392980313,Australian Volunteer Coast Guard Assoc Inc,,MANLY,QF07 Redland Bay ,DJAG,State,Jupiters Casino Community Benefit Fund - Round 81,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,TOWARDS NAVIGATION SEARCH EQUIPMENT,No,Redland City,,,,26193,26193,,http://www.olgr.grants.qld.gov.au/
63340197839,Redlands Sea Dragons Incorporated  ,,REDLAND BAY,,DJAG,State,Jupiters Casino Community Benefit Fund - Round 81,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,TOWARDS DRAGON BOATS AND TRAILERS,No,Redland City,,,,34300,34300,,http://www.olgr.grants.qld.gov.au/
86058929428,Redland City Council,,CLEVELAND,,DJAG,Commonwealth,High-Risk Industry Work Health Funding Program,,Grant,Operational,1/05/2013,30/04/2014,12 months,Health and wellbeing,Workplace health,Preventive health,,To implement initiatives that promote and support worker health and wellbeing and contribute to the objectives of the Queensland Workplaces for Wellness Initiative (QW4WI),No,Redland City,,,,50000,12500,0,
96930673554,Bayside Community Legal Service Inc,,CAPALABA,,DJAG,Combined,Community Legal Services Program,,Grant,Operational,1/07/2010,30/06/2014,48 months,"Your rights, crime and the law",,,,To provide frontline legal assistance services to vulernable and disadvantaged Queenslanders.,No,Multiple,,,,445888,112508,,
70458594524,INALA COMMUNITY HOUSE (sponsoring Western Districts Community Justice Group),,INALA,,DJAG,State,Community Justice Groups,,Grant,Operational,1/07/2012,30/06/2013,12 months,"Your rights, crime and the law",,,,To provide funding for services and support to reduce Indigenous contact with the criminal justice system and support victims of crime,No,Brisbane City,,,,92500,95500,,
91454451079,Milbi Incorporated (sponsoring Yoombooda gNujeena Rockhampton Aboriginal and Islander Community Justice Panel),,NORTH ROCKHAMPTON,,DJAG,State,Community Justice Groups,,Grant,Operational,1/07/2012,30/06/2013,12 months,"Your rights, crime and the law",,,,To provide funding for services and support to reduce Indigenous contact with the criminal justice system and support victims of crime,No,Rockhampton Regional,,,,100000,53000,,
35436975634,Emu Park Kindergarten Inc,,EMU PARK,,DJAG,State,Gambling Community Benefit Fund - Round 72,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support ,,,,Install Fence,No,Rockhampton Regional,,,,16867,16867,,http://www.olgr.grants.qld.gov.au/
95045474143,Diggers Memorial Bowls Club Inc,,FRENCHVILLE,,DJAG,State,Gambling Community Benefit Fund - Round 72,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support ,,,,Replace Shade Covers at Green,No,Rockhampton Regional,,,,22847,22847,,http://www.olgr.grants.qld.gov.au/
72886675424,Rotary Club Of Rockhampton South Inc,,ROCKHAMPTON,,DJAG,State,Gambling Community Benefit Fund - Round 72,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support ,,,,Install Awning and Shade Sails,No,Rockhampton Regional,,,,25790,25790,,http://www.olgr.grants.qld.gov.au/
76559179492,Capricorn Coast Mallet Sports Club Inc,,YEPPOON,,DJAG,State,Gambling Community Benefit Fund - Round 72,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support ,,,,Install Shade Lighting and Fans,No,Rockhampton Regional,,,,14630,14630,,http://www.olgr.grants.qld.gov.au/
72823516732,Alton Downs Hall Association Inc  ,,ALTON DOWNS,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,UPGRADES TO HALL,No,Rockhampton Regional,,,,4096,4096,,http://www.olgr.grants.qld.gov.au/
19823962345,Department Of Community Safety  ,,KEDRON,Bajool Rural Fire Brigade  ,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,INSTALL SOLAR SYSTEM,No,Rockhampton Regional,,,,12100,12100,,http://www.olgr.grants.qld.gov.au/
42464065246,Gracemere Sports Club Inc  ,,GRACEMERE,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,PURCHASE MOWER,No,Rockhampton Regional,,,,31818,31818,,http://www.olgr.grants.qld.gov.au/
50107088167,Glenmore Bulls Australian Football Club  ,,KAWANA,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,REPLACE UNSAFE ELECTRICAL SWITCHBOARD,No,Rockhampton Regional,,,,24207,24207,,http://www.olgr.grants.qld.gov.au/
86529915652,Nerimbera Brothers Soccer Club Incorporated,,KOONGAL,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,CONSTRUCT SHADE OVER GRANDSTAND,No,Rockhampton Regional,,,,29380,29380,,http://www.olgr.grants.qld.gov.au/
70400159741,Stanwell Progress Association Incorporated,,STANWELL,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,INSTALL SOLAR SYSTEM,No,Rockhampton Regional,,,,17932,17932,,http://www.olgr.grants.qld.gov.au/
29146090691,Tennis Rockhampton Limited  ,,WANDAL,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,INSTALL SHADE STRUCTURE,No,Rockhampton Regional,,,,12875,12875,,http://www.olgr.grants.qld.gov.au/
81170199543,Yeppoon Bridge Club Inc.  ,,YEPPOON,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE DEALING MACHINE AND EQUIPMENT,No,Rockhampton Regional,,,,2800,2800,,http://www.olgr.grants.qld.gov.au/
19823962345,Department Of Community Safety  ,,KEDRON,Dalma Rural Fire Brigade ,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,INSTALL SOLAR SYSTEM,No,Rockhampton Regional,,,,33520,33520,,http://www.olgr.grants.qld.gov.au/
93290367002,Tarumbal Kindergarten Association Inc  ,,BERSERKER,,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,UPGRADE FACILITIES,No,Rockhampton Regional,,,,35000,35000,,http://www.olgr.grants.qld.gov.au/
59150737849,The Creche And Kindergarten Association Limited,,NEWMARKET,Leichhardt Community Kindergarten  ,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,UPGRADE PLAYGROUND,No,Rockhampton Regional,,,,31818,31818,,http://www.olgr.grants.qld.gov.au/
27009942269,Cerebral Palsy League Of Queensland  ,,NEW FARM,Allied Health - Central Qld Wide Bay ,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,PURCHASE IT AND AV EQUIPMENT,No,Rockhampton Regional,,,,20075,20075,,http://www.olgr.grants.qld.gov.au/
33649611820,Rockhampton Bowls Club Inc  ,,ROCKHAMPTON,,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,INSTALL CARPET,No,Rockhampton Regional,,,,31818,31818,,http://www.olgr.grants.qld.gov.au/
99392980313,Australian Volunteer Coast Guard Assoc Inc,,MANLY,QF11 Yeppoon,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,INSTALL SOLAR HOT WATER SYSTEM,No,Rockhampton Regional,,,,2160,2160,,http://www.olgr.grants.qld.gov.au/
19823962345,Department Of Community Safety  ,,KEDRON,Stanwell Rural Fire Brigade  ,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,INSTALL SOLAR PANELS AND SOLAR HOT WATER,No,Rockhampton Regional,,,,18025,18025,,http://www.olgr.grants.qld.gov.au/
76170760133,The Caves State School  ,,THE CAVES,The Caves State School Parents and Citizens Association,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,RESURFACE TENNIS COURT,No,Rockhampton Regional,,,,22302,22302,,http://www.olgr.grants.qld.gov.au/
89009739664,Guide Dogs For The Blind Association Of Queensland,,BALD HILLS,Rockhampton Branch ,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,PURCHASE COUNTER COLLECTION DOGS,No,Rockhampton Regional,,,,4750,4750,,http://www.olgr.grants.qld.gov.au/
15423030994,Gracemere Croquet Club Inc  ,,BERSERKER,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,CONSTRUCT SHADE SHELTERS,No,Rockhampton Regional,,,,32461,32461,,http://www.olgr.grants.qld.gov.au/
66735798856,Emu Park State School  ,,EMU PARK,Emu Park State School Parents and Citizens Association,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,CONSTRUCT SHADE SHED & WORM FARM AREA,No,Rockhampton Regional,,,,3182,3182,,http://www.olgr.grants.qld.gov.au/
79253351418,Autism Queensland Limited  ,,SUNNYBANK HILLS,John Villiers Centre of Excellence  ,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,PURCHASE VEHICLE,No,Rockhampton Regional,,,,31439,31439,,http://www.olgr.grants.qld.gov.au/
32234126186,The Salvation Army Queensland Property Trust,,,Capricorn Region Corps,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,SPORTS EQUIPMENT FOR YOUTH PROGRAMS,No,Rockhampton Regional,,,,4415,4415,,http://www.olgr.grants.qld.gov.au/
86089486559,Park Avenue Brothers Hockey Club Inc  ,,FRENCHVILLE,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,REPLACE CLUBHOUSE ROOF,No,Rockhampton Regional,,,,25455,25455,,http://www.olgr.grants.qld.gov.au/
11895960277,Rockhampton State High School  ,,ROCKHAMPTON CITY,Rockhampton State High School Parents and Citizens Association,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,CONSTRUCT AMENITIES BLOCK,No,Rockhampton Regional,,,,17337,17337,,http://www.olgr.grants.qld.gov.au/
28453731894,Capricornia Potters Group Inc  ,,ROCKHAMPTON CITY,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,REPLACE AND INSTALL FRONT LOADING KILN,No,Rockhampton Regional,,,,19025,19025,,http://www.olgr.grants.qld.gov.au/
52231072565,Caribeae Amateur Swimming Club Inc  ,,PARK AVENUE,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,PURCHASE PORTABLE POOL CHAIR LIFT,No,Rockhampton Regional,,,,31818,31818,,http://www.olgr.grants.qld.gov.au/
63131290199,The Caves Progress And Agricultural Society Incorporated,,THE CAVES,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,PURCHASE TRACTOR SLASHER AND MOWER,No,Rockhampton Regional,,,,11163,11163,,http://www.olgr.grants.qld.gov.au/
51460109716,Education Community Alliance Inc  ,,WANDAL,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,PRODUCE AND FILM PLAY,No,Rockhampton Regional,,,,48633,48633,,http://www.olgr.grants.qld.gov.au/
94932714600,Yeppoon & District Show Society Inc  ,,YEPPOON,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,PURCHASE RIDE ON MOWER,No,Rockhampton Regional,,,,4813,4813,,http://www.olgr.grants.qld.gov.au/
31552416924,Yeppoon State School  ,,YEPPOON,Yeppoon State Primary School Parents and Citizens Association,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,INSTALL AV EQUIPMENT & SECURITY SYSTEMS,No,Rockhampton Regional,,,,14223,14223,,http://www.olgr.grants.qld.gov.au/
38609846279,Nag Radio Broadcasting Association Inc,,YEPPOON,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,PURCHASE BROADCASTING & SOUND EQUIPMENT,No,Rockhampton Regional,,,,10410,10410,,http://www.olgr.grants.qld.gov.au/
89188751355,Kalapa Hall And Sports Commitee Inc  ,,KALAPA,,DJAG,State,Gambling Community Benefit Fund - Round 76,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,INSTALL SOLAR SYSTEM,No,Rockhampton Regional,,,,22790,22790,,http://www.olgr.grants.qld.gov.au/
38557601334,Mount Morgan Welfare Bowls Club Inc  ,,MOUNT MORGAN,,DJAG,State,Gambling Community Benefit Fund - Round 76,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,PURCHASE DINING ROOM CHAIRS AND FRIDGE,No,Rockhampton Regional,,,,30000,30000,,http://www.olgr.grants.qld.gov.au/
92183446824,Rockhampton Horse Riding For The Disabled Association Inc,,NORTH ROCKHAMPTON,,DJAG,State,Gambling Community Benefit Fund - Round 76,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,INSTALL SOLAR SYSTEM,No,Rockhampton Regional,,,,31648,31648,,http://www.olgr.grants.qld.gov.au/
34344701105,Rockhampton Bridge Club Inc  ,,ROCKHAMPTON CITY,,DJAG,State,Gambling Community Benefit Fund - Round 76,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,CONDUCT WORKSHOP & PURCHASE IT EQUIPMENT,No,Rockhampton Regional,,,,8130,8130,,http://www.olgr.grants.qld.gov.au/
37070731330,Rockhampton North Special School  ,,NORTH ROCKHAMPTON,Rockhampton North Special School Parents and Citizens Association,DJAG,State,Gambling Community Benefit Fund - Round 76,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,INSTALL PLAYGROUND EQUIPMENT,No,Rockhampton Regional,,,,20782,20782,,http://www.olgr.grants.qld.gov.au/
98689407714,The Rockhampton Waterski & Powerboat Club Inc,,LAUREL BANKS,,DJAG,State,Gambling Community Benefit Fund - Round 76 ,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,REPLACE EQUIPMENT,No,Rockhampton Regional,,,,6016,6016,,http://www.olgr.grants.qld.gov.au/
29547493627,Frenchville State School  ,,FRENCHVILLE,Frenchville State School Parents and Citizens Association,DJAG,State,Gambling Community Benefit Fund - Round 76 ,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,INSTALL SHADE SAIL OVER PLAYGROUND,No,Rockhampton Regional,,,,23952,23952,,http://www.olgr.grants.qld.gov.au/
58009666193,Queensland Police-Citizens Youth Welfare Association,,TINGALPA,Rockhampton Branch ,DJAG,State,Jupiters Casino Community Benefit Fund - Round 78,,Grant,Operational,24/09/2012,2/10/2013,12 months,Community support,,,,INSTALL AIR CONDITIONING,No,Rockhampton Regional,,,,11814,11814,,http://www.olgr.grants.qld.gov.au/
91454451074,Milbi Incorporated  ,,ROCKHAMPTON CITY,,DJAG,State,Jupiters Casino Community Benefit Fund - Round 78,,Grant,Operational,24/09/2012,2/10/2013,12 months,Community support,,,,UPGRADE FACILITIES,No,Rockhampton Regional,,,,7253,7253,,http://www.olgr.grants.qld.gov.au/
88415214531,Westwood Progress Association Incorporated,,WESTWOOD,,DJAG,State,Jupiters Casino Community Benefit Fund - Round 78,,Grant,Operational,24/09/2012,2/10/2013,12 months,Community support,,,,UPGRADE HALL REPl UNSAFE FURNITURE,No,Rockhampton Regional,,,,6364,6364,,http://www.olgr.grants.qld.gov.au/
45926024578,Arts Central Queensland Inc.  ,,ZILZIE,,DJAG,State,Jupiters Casino Community Benefit Fund - Round 78,,Grant,Operational,24/09/2012,2/10/2013,12 months,Community support,,,,TOWARDS AV AND IT EQUIPMENT,No,Rockhampton Regional,,,,11821,11821,,http://www.olgr.grants.qld.gov.au/
89009739664,Guide Dogs For The Blind Association Of Queensland,,BALD HILLS,Rockhampton Branch ,DJAG,State,Jupiters Casino Community Benefit Fund - Round 80,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,PURCHASE SAFETY BARRIERS AND EQUIPMENT,No,Rockhampton Regional,,,,4726,4726,,http://www.olgr.grants.qld.gov.au/
38931380726,Capricorn Coast Rugby Union Football Club Inc,,EMU PARK,,DJAG,State,Jupiters Casino Community Benefit Fund - Round 80,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,PURCHASE TRAINING EQUIPMENT,No,Rockhampton Regional,,,,30000,30000,,http://www.olgr.grants.qld.gov.au/
23722681766,Capricornia Silver Band Incorporated,,FRENCHVILLE,,DJAG,State,Jupiters Casino Community Benefit Fund - Round 81,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,PURCHASE MUSICAL INSTRUMENTS,No,Rockhampton Regional,,,,30455,30455,,http://www.olgr.grants.qld.gov.au/
4625295522,Central Queensland Community Legal Centre,,ROCKHAMPTON CITY,,DJAG,State,Victims Services- Primary,,Grant,Operational,1/07/2011,4/07/2013,24 months,"Your rights, crime and the law",,,,Providing personal support such as court support for victims of violent crime in Rockhampton and surrounding communities,No,Rockhampton Regional,,,,191688,97616,,http://www.justice.qld.gov.au/justice-services/victims-of-crime/victim-services-funding-programs
46257295522,Central Queensland Community Legal Centre Inc,,ROCKHAMPTON,,DJAG,Combined,Community Legal Services Program,,Grant,Operational,1/07/2010,30/06/2014,48 months,"Your rights, crime and the law",,,,To provide frontline legal assistance services to vulernable and disadvantaged Queenslanders.,No,Multiple,,,,342133,103980,,
70296405529,Beaudesert Rifle Club Incorporated  ,,BEAUDESERT,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,PURCHASE BUILDING FOR CLUBHOUSE,No,Scenic Rim Regional,,,,27273,27273,,http://www.olgr.grants.qld.gov.au/
80358590937,Boonah Shire Disability Support Group Incorporated,,BOONAH,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,INSTALL SOLAR SYSTEM,No,Scenic Rim Regional,,,,20567,20567,,http://www.olgr.grants.qld.gov.au/
52237623089,Boonah State School  ,,BOONAH,Boonah State School Parents and Citizens Association,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,INSTALL AIR CONDITIONING AND WINDOWS,No,Scenic Rim Regional,,,,8200,8200,,http://www.olgr.grants.qld.gov.au/
59150737849,The Creche And Kindergarten Association Limited,,NEWMARKET,Canungra Community Kindergarten - C&K  ,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,INSTALL SHED WATER TANK AND SOLAR SYSTEM,No,Scenic Rim Regional,,,,5742,5742,,http://www.olgr.grants.qld.gov.au/
45932701231,Moriarty Park Community Sporting Centre Inc,,CANUNGRA,Moriarty Park Community Sporting Centre Inc,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,RESURFACE TENNIS COURT,No,Scenic Rim Regional,,,,4295,4295,,http://www.olgr.grants.qld.gov.au/
82458528520,Harrisville State School  ,,HARRISVILLE,Harrisville State School Parents and Citizens Association,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,CONSTRUCT SHADE COVER OVER PLAYGROUND,No,Scenic Rim Regional,,,,31818,31818,,http://www.olgr.grants.qld.gov.au/
15047662080,Harrisville And District Historical Society Inc,,HARRISVILLE,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,RESTUMP REFURBISH MUSEUM BUILDING,No,Scenic Rim Regional,,,,31818,31818,,http://www.olgr.grants.qld.gov.au/
69139967794,Goodstart Early Learning Ltd  ,,MURARRIE,Goodstart Mount Tamborine  ,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,REPAINT INTERNAL & EXTERNAL OF BUILDING,No,Scenic Rim Regional,,,,25000,25000,,http://www.olgr.grants.qld.gov.au/
34751859959,The Tamborine Tennis Club Inc  ,,TAMBORINE MOUNTAIN,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,CONSTRUCT TOILET FACILITIES,No,Scenic Rim Regional,,,,18567,18567,,http://www.olgr.grants.qld.gov.au/
